"행정구역","2025년04월_남_총인구수","2025년04월_남_연령구간인구수","2025년04월_남_0~9세","2025년04월_남_10~19세","2025년04월_남_20~29세","2025년04월_남_30~39세","2025년04월_남_40~49세","2025년04월_남_50~59세","2025년04월_남_60~69세","2025년04월_남_70~79세","2025년04월_남_80~89세","2025년04월_남_90~99세","2025년04월_남_100세 이상","2025년04월_여_총인구수","2025년04월_여_연령구간인구수","2025년04월_여_0~9세","2025년04월_여_10~19세","2025년04월_여_20~29세","2025년04월_여_30~39세","2025년04월_여_40~49세","2025년04월_여_50~59세","2025년04월_여_60~69세","2025년04월_여_70~79세","2025년04월_여_80~89세","2025년04월_여_90~99세","2025년04월_여_100세 이상"
"전라남도 화순군 이양면(4679034000)","855","855","13","21","54","48","61","162","250","164","71","11","0","845","845","15","14","36","32","36","90","191","172","197","61","1"
"전라남도 화순군 능주면(4679035000)","1,409","1,409","29","82","114","91","144","252","365","212","111","8","1","1,479","1,479","43","81","89","78","114","192","347","260","214","60","1"
"전라남도 화순군 도곡면(4679036000)","1,399","1,399","39","49","87","84","129","278","386","242","87","18","0","1,310","1,310","29","49","53","70","89","189","316","216","236","61","2"
"전라남도 화순군 도암면(4679037000)","699","699","7","33","29","30","42","129","220","116","84","9","0","643","643","9","21","27","26","27","85","135","124","161","28","0"
"전라남도 화순군 이서면(4679038000)","489","489","7","19","23","23","34","93","151","83","48","8","0","459","459","8","22","17","20","21","65","106","72","104","24","0"
"전라남도 화순군 백아면(4679039500)","761","761","12","33","25","36","39","144","237","147","77","11","0","745","745","7","25","23","24","32","81","175","149","191","38","0"
"전라남도 화순군 동복면(4679040000)","706","706","8","21","39","41","51","117","227","122","73","7","0","763","763","17","21","31","22","32","92","165","152","192","39","0"
"전라남도 화순군 사평면(4679041500)","1,067","1,067","28","33","60","70","67","213","323","161","100","12","0","1,013","1,013","14","21","53","56","52","141","243","177","218","37","1"
"전라남도 화순군 동면(4679042000)","1,521","1,521","33","47","88","90","115","308","452","255","121","12","0","1,443","1,443","23","52","70","71","91","240","326","234","290","46","0"
"전라남도 장흥군 (4680000000)","16,872","16,872","669","1,208","1,329","1,198","1,855","3,174","3,640","2,383","1,265","147","4","17,450","17,450","661","1,079","1,028","1,017","1,488","2,511","3,483","2,865","2,644","664","10"
"전라남도 장흥군 장흥읍(4680025000)","7,079","7,079","465","753","714","705","970","1,293","1,155","670","316","38","0","7,372","7,372","450","703","596","656","933","1,186","1,226","859","594","166","3"
"전라남도 장흥군 관산읍(4680025300)","2,158","2,158","54","130","135","115","202","369","535","403","195","19","1","2,265","2,265","44","93","95","81","131","297","520","462","423","115","4"
"전라남도 장흥군 대덕읍(4680025600)","1,466","1,466","27","70","102","81","134","298","370","229","139","15","1","1,526","1,526","46","71","74","62","95","200","322","300","294","62","0"
"전라남도 장흥군 용산면(4680031000)","1,025","1,025","26","42","60","50","109","176","273","187","93","9","0","1,055","1,055","28","40","36","44","42","109","250","205","242","58","1"
"전라남도 장흥군 안양면(4680032000)","1,305","1,305","32","59","65","74","126","263","333","233","104","16","0","1,307","1,307","22","47","53","60","90","175","294","264","229","72","1"
"전라남도 장흥군 장동면(4680033000)","538","538","6","15","24","28","46","100","142","101","66","9","1","566","566","13","8","21","19","24","64","145","113","128","31","0"
"전라남도 장흥군 장평면(4680034000)","968","968","20","30","74","46","79","199","244","164","104","8","0","976","976","22","29","41","30","39","137","194","173","257","53","1"
"전라남도 장흥군 유치면(4680035000)","459","459","2","6","25","15","27","114","148","73","44","5","0","466","466","4","8","17","14","11","78","135","84","99","16","0"
"전라남도 장흥군 부산면(4680036000)","647","647","12","26","35","18","50","147","156","114","76","12","1","669","669","9","21","31","17","44","88","122","118","172","47","0"
"전라남도 장흥군 회진면(4680037000)","1,227","1,227","25","77","95","66","112","215","284","209","128","16","0","1,248","1,248","23","59","64","34","79","177","275","287","206","44","0"
"전라남도 강진군 (4681000000)","15,711","15,711","668","1,119","1,240","1,131","1,642","2,820","3,496","2,250","1,212","132","1","16,298","16,298","680","1,036","933","1,008","1,400","2,262","3,283","2,674","2,457","556","9"
"전라남도 강진군 강진읍(4681025000)","6,142","6,142","370","622","649","576","764","1,073","1,106","649","306","27","0","6,592","6,592","387","597","571","540","788","1,040","1,159","794","602","111","3"
"전라남도 강진군 군동면(4681031000)","2,129","2,129","121","176","177","181","210","364","474","278","140","8","0","2,150","2,150","113","129","104","175","190","315","404","334","300","84","2"
"전라남도 강진군 칠량면(4681032000)","1,020","1,020","25","45","57","39","83","203","266","178","111","13","0","1,030","1,030","18","44","44","37","59","126","231","209","226","35","1"
"전라남도 강진군 대구면(4681033000)","488","488","11","15","24","22","47","97","122","99","47","4","0","523","523","13","23","20","15","25","56","122","117","113","18","1"
"전라남도 강진군 도암면(4681034000)","1,131","1,131","23","42","49","56","94","190","309","225","131","12","0","1,172","1,172","28","48","36","39","53","140","254","253","245","76","0"
"전라남도 강진군 신전면(4681035000)","812","812","17","35","39","32","71","144","226","148","85","15","0","824","824","24","42","19","21","50","90","202","170","168","36","2"
"전라남도 강진군 성전면(4681036000)","1,293","1,293","33","52","84","77","115","234","326","234","124","13","1","1,302","1,302","35","46","45","64","75","174","281","262","265","55","0"
"전라남도 강진군 작천면(4681037000)","864","864","30","39","40","48","69","158","227","149","91","13","0","844","844","13","34","23","38","35","89","193","180","185","54","0"
"전라남도 강진군 병영면(4681038000)","715","715","12","33","49","43","68","143","173","117","65","12","0","756","756","18","24","30","26","46","91","174","146","160","41","0"
"전라남도 강진군 옴천면(4681039000)","289","289","6","19","22","12","21","49","66","52","35","7","0","280","280","6","16","13","10","15","25","54","51","73","17","0"
"전라남도 강진군 마량면(4681040000)","828","828","20","41","50","45","100","165","201","121","77","8","0","825","825","25","33","28","43","64","116","209","158","120","29","0"
"전라남도 해남군 (4682000000)","31,458","31,458","1,325","2,255","2,474","2,194","3,507","5,951","6,962","4,420","2,168","200","2","31,286","31,286","1,250","2,195","1,817","1,764","2,982","4,534","6,310","5,142","4,392","877","23"
"전라남도 해남군 해남읍(4682025000)","11,520","11,520","830","1,339","1,297","1,095","1,518","2,198","1,813","970","420","39","1","11,929","11,929","788","1,327","1,064","1,073","1,743","2,023","1,838","1,193","731","146","3"
"전라남도 해남군 삼산면(4682031000)","1,357","1,357","22","52","90","91","107","266","375","233","112","9","0","1,320","1,320","25","46","76","48","78","195","316","273","216","46","1"
"전라남도 해남군 화산면(4682032000)","1,462","1,462","44","41","76","84","154","271","365","282","134","11","0","1,416","1,416","30","51","60","59","79","161","348","293","287","47","1"
"전라남도 해남군 현산면(4682033000)","1,298","1,298","26","49","79","57","103","229","390","213","142","10","0","1,290","1,290","18","44","45","33","65","174","306","284","262","56","3"
"전라남도 해남군 송지면(4682034000)","2,752","2,752","92","143","192","175","319","466","701","427","220","17","0","2,755","2,755","93","156","98","113","220","420","645","467","465","77","1"
"전라남도 해남군 북평면(4682035000)","1,225","1,225","23","49","85","52","106","232","306","225","134","13","0","1,280","1,280","20","56","64","34","76","167","282","278","262","41","0"
"전라남도 해남군 북일면(4682036000)","900","900","24","40","38","39","70","183","231","175","90","10","0","942","942","22","39","24","27","56","112","180","225","209","47","1"
"전라남도 해남군 옥천면(4682037000)","1,404","1,404","28","75","86","65","125","295","349","227","134","20","0","1,362","1,362","38","60","62","47","89","203","265","256","283","54","5"
"전라남도 해남군 계곡면(4682038000)","982","982","26","46","36","36","110","159","256","196","103","14","0","1,018","1,018","23","40","18","30","67","104","224","191","255","63","3"
"전라남도 해남군 마산면(4682039000)","1,154","1,154","26","73","63","56","117","243","261","196","103","15","1","1,073","1,073","20","48","31","44","72","116","226","243","217","54","2"
"전라남도 해남군 황산면(4682040000)","2,114","2,114","34","100","129","120","203","376","569","411","156","16","0","2,105","2,105","53","99","59","73","126","261","566","444","350","73","1"
"전라남도 해남군 산이면(4682041000)","1,754","1,754","58","77","102","100","211","345","429","282","145","5","0","1,600","1,600","43","76","76","64","98","178","376","316","300","73","0"
"전라남도 해남군 문내면(4682042000)","1,795","1,795","55","96","101","114","166","312","470","302","167","12","0","1,747","1,747","49","86","68","70","115","234","398","373","301","52","1"
"전라남도 해남군 화원면(4682043000)","1,741","1,741","37","75","100","110","198","376","447","281","108","9","0","1,449","1,449","28","67","72","49","98","186","340","306","254","48","1"
"전라남도 영암군 (4683000000)","26,784","26,784","1,141","1,985","2,583","2,051","3,837","5,507","5,273","2,870","1,361","172","4","24,200","24,200","1,090","1,870","1,722","1,728","2,673","3,846","4,410","3,302","2,916","627","16"
"전라남도 영암군 영암읍(4683025000)","3,815","3,815","185","363","389","295","473","690","743","446","198","32","1","3,893","3,893","191","335","309","284","466","600","708","516","388","91","5"
"전라남도 영암군 삼호읍(4683025300)","8,224","8,224","558","916","927","713","1,587","1,755","1,111","489","154","14","0","7,057","7,057","549","887","654","786","1,180","1,201","958","501","278","61","2"
"전라남도 영암군 삼호읍서부출장소(4683025400)","3,711","3,711","158","274","537","415","720","947","492","122","42","4","0","2,364","2,364","145","256","262","225","358","568","296","135","95","23","1"
"전라남도 영암군 덕진면(4683031000)","833","833","20","42","42","44","77","179","225","125","66","13","0","833","833","14","38","35","42","52","94","172","163","174","48","1"
"전라남도 영암군 금정면(4683032000)","1,001","1,001","16","24","56","43","74","213","286","190","87","10","2","953","953","11","20","31","35","67","146","201","177","214","49","2"
"전라남도 영암군 신북면(4683033000)","1,717","1,717","36","56","120","106","161","312","469","295","138","24","0","1,644","1,644","30","64","61","72","107","233","389","352","281","55","0"
"전라남도 영암군 시종면(4683034000)","1,678","1,678","47","57","100","104","184","306","454","280","136","9","1","1,554","1,554","44","44","59","63","85","179","370","330","304","73","3"
"전라남도 영암군 도포면(4683035000)","1,067","1,067","17","46","84","69","85","209","278","167","97","15","0","979","979","12","25","39","34","59","144","237","182","211","34","2"
"전라남도 영암군 군서면(4683036000)","1,471","1,471","30","68","115","79","144","289","382","218","127","19","0","1,533","1,533","26","51","85","51","90","213","348","281","316","72","0"
"전라남도 영암군 서호면(4683037000)","859","859","17","31","57","35","90","151","226","152","90","10","0","910","910","17","36","34","29","53","106","183","191","216","45","0"
"전라남도 영암군 학산면(4683038000)","1,367","1,367","44","67","105","80","132","264","326","212","127","10","0","1,461","1,461","35","68","117","66","99","227","303","260","234","52","0"
"전라남도 영암군 미암면(4683039000)","1,041","1,041","13","41","51","68","110","192","281","174","99","12","0","1,019","1,019","16","46","36","41","57","135","245","214","205","24","0"
"전라남도 무안군 (4684000000)","47,083","47,083","3,694","5,407","5,049","5,411","7,628","7,667","6,665","3,887","1,526","148","1","46,639","46,639","3,453","5,288","4,250","5,493","7,255","6,512","6,130","4,351","3,241","646","20"
"전라남도 무안군 무안읍(4684025000)","5,381","5,381","301","560","720","444","701","1,013","894","529","200","19","0","5,409","5,409","292","499","527","420","668","936","928","674","388","75","2"
"전라남도 무안군 일로읍(4684025300)","11,070","11,070","1,631","1,511","730","1,676","2,387","1,338","995","555","226","21","0","11,198","11,198","1,545","1,529","604","2,008","2,194","1,102","919","705","479","110","3"
"전라남도 무안군 삼향읍(4684025600)","2,647","2,647","51","121","205","172","248","542","712","424","157","15","0","2,387","2,387","59","124","161","132","176","376","581","404","298","73","3"
"전라남도 무안군 삼향읍남악출장소(4684025800)","16,384","16,384","1,526","2,725","2,316","2,455","3,190","2,551","1,085","408","114","14","0","16,873","16,873","1,395","2,678","2,198","2,524","3,545","2,615","1,161","489","230","38","0"
"전라남도 무안군 몽탄면(4684032000)","1,387","1,387","15","42","97","71","113","259","407","245","123","14","1","1,382","1,382","14","51","65","37","70","179","317","274","314","61","0"
"전라남도 무안군 청계면(4684033000)","3,360","3,360","51","198","586","221","342","585","723","463","172","19","0","2,984","2,984","52","159","400","156","229","439","615","467","384","81","2"
"전라남도 무안군 현경면(4684034000)","2,229","2,229","37","68","116","116","216","457","602","428","175","14","0","2,060","2,060","35","83","103","72","109","262","512","439","375","67","3"
"전라남도 무안군 망운면(4684035000)","911","911","18","29","44","51","99","177","251","173","62","7","0","867","867","17","27","44","40","45","116","211","196","143","26","2"
"전라남도 무안군 해제면(4684036000)","2,305","2,305","45","91","145","119","209","451","598","425","204","18","0","2,199","2,199","33","70","81","68","134","309","537","461","421","82","3"
"전라남도 무안군 운남면(4684037000)","1,409","1,409","19","62","90","86","123","294","398","237","93","7","0","1,280","1,280","11","68","67","36","85","178","349","242","209","33","2"
"전라남도 함평군 (4686000000)","15,212","15,212","473","921","1,136","996","1,560","3,008","3,599","2,212","1,165","142","0","14,601","14,601","430","832","787","788","1,148","2,019","2,955","2,579","2,507","537","19"
"전라남도 함평군 함평읍(4686025000)","4,062","4,062","198","368","403","343","508","781","742","451","243","25","0","4,090","4,090","192","334","295","310","456","644","705","546","514","90","4"
"전라남도 함평군 손불면(4686031000)","1,602","1,602","44","69","82","89","161","340","371","269","160","17","0","1,492","1,492","35","68","66","56","95","174","301","344","297","55","1"
"전라남도 함평군 신광면(4686032000)","864","864","21","30","51","47","82","152","237","147","89","8","0","824","824","16","29","42","41","42","95","202","157","160","37","3"
"전라남도 함평군 학교면(4686033000)","1,699","1,699","35","87","99","84","174","326","445","271","150","28","0","1,667","1,667","35","76","66","79","108","188","367","320","348","77","3"
"전라남도 함평군 엄다면(4686034000)","874","874","19","32","60","48","83","195","228","130","73","6","0","916","916","29","36","35","33","54","116","198","166","200","48","1"
"전라남도 함평군 대동면(4686035000)","1,557","1,557","25","126","122","104","117","305","384","229","132","13","0","1,412","1,412","29","86","74","57","98","213","270","269","252","62","2"
"전라남도 함평군 나산면(4686036000)","1,342","1,342","28","54","86","87","123","243","388","230","92","11","0","1,276","1,276","24","57","54","54","83","170","298","242","221","72","1"
"전라남도 함평군 해보면(4686037000)","1,353","1,353","43","58","97","72","121","281","370","197","99","15","0","1,295","1,295","26","65","74","84","112","175","290","215","207","46","1"
"전라남도 함평군 월야면(4686038000)","1,859","1,859","60","97","136","122","191","385","434","288","127","19","0","1,629","1,629","44","81","81","74","100","244","324","320","308","50","3"
"전라남도 영광군 (4687000000)","26,362","26,362","1,670","2,001","2,502","2,417","3,267","4,809","4,925","3,135","1,484","150","2","26,262","26,262","1,671","1,887","1,946","2,377","2,661","3,704","4,535","3,786","3,113","558","24"
"전라남도 영광군 영광읍(4687025000)","11,267","11,267","965","1,189","1,272","1,208","1,605","1,946","1,671","949","421","41","0","11,610","11,610","956","1,154","1,076","1,269","1,574","1,866","1,706","1,181","692","131","5"
"전라남도 영광군 백수읍(4687025300)","2,147","2,147","73","123","157","127","200","436","489","332","187","22","1","2,237","2,237","73","93","115","128","114","284","443","477","427","80","3"
"전라남도 영광군 홍농읍(4687025600)","3,578","3,578","286","240","423","506","479","670","534","298","132","10","0","3,229","3,229","285","239","334","390","336","462","502","353","293","31","4"
"전라남도 영광군 대마면(4687031000)","835","835","33","31","63","75","79","152","202","127","68","5","0","770","770","29","27","46","61","43","90","159","151","135","27","2"
"전라남도 영광군 묘량면(4687032000)","874","874","45","40","46","55","70","146","222","149","88","13","0","843","843","40","34","35","69","55","91","164","145","180","29","1"
"전라남도 영광군 불갑면(4687033000)","756","756","28","65","46","37","71","131","196","125","52","5","0","709","709","30","35","41","45","69","92","149","126","101","20","1"
"전라남도 영광군 군서면(4687034000)","1,166","1,166","35","78","90","70","122","251","250","168","96","6","0","1,104","1,104","44","74","43","64","85","136","200","208","209","40","1"
"전라남도 영광군 군남면(4687035000)","1,070","1,070","36","45","55","45","96","191","266","176","141","19","0","1,178","1,178","39","28","34","59","69","107","227","235","307","72","1"
"전라남도 영광군 염산면(4687036000)","1,883","1,883","55","63","112","103","201","340","470","388","135","16","0","1,895","1,895","51","64","56","104","107","221","436","448","354","51","3"
"전라남도 영광군 법성면(4687037000)","2,389","2,389","103","114","213","166","279","454","531","362","153","13","1","2,434","2,434","110","132","150","181","174","324","478","415","395","73","2"
"전라남도 영광군 낙월면(4687038000)","268","268","7","8","22","21","39","70","55","37","9","0","0","171","171","11","3","13","5","25","23","48","26","13","3","1"
"전라남도 영광군 낙월면안마출장소(4687038500)","129","129","4","5","3","4","26","22","39","24","2","0","0","82","82","3","4","3","2","10","8","23","21","7","1","0"
"전라남도 장성군 (4688000000)","21,839","21,839","954","1,553","1,994","1,739","2,516","4,201","4,591","2,787","1,340","161","3","20,816","20,816","939","1,470","1,412","1,581","2,096","3,198","3,852","3,003","2,704","547","14"
"전라남도 장성군 장성읍(4688025000)","7,076","7,076","416","711","676","569","949","1,389","1,200","782","345","39","0","7,321","7,321","394","689","576","634","954","1,122","1,198","933","693","127","1"
"전라남도 장성군 진원면(4688031000)","1,807","1,807","87","177","138","98","216","341","400","229","106","15","0","1,768","1,768","86","145","119","114","191","287","319","223","223","58","3"
"전라남도 장성군 남면(4688032000)","1,962","1,962","55","80","165","184","243","380","456","276","111","11","1","1,634","1,634","50","96","101","116","142","257","353","247","220","51","1"
"전라남도 장성군 동화면(4688033000)","965","965","25","27","65","73","99","182","267","147","66","13","1","835","835","29","30","30","57","43","135","195","131","156","29","0"
"전라남도 장성군 삼서면(4688034000)","1,616","1,616","56","86","155","92","152","330","375","230","116","24","0","1,407","1,407","48","59","78","83","104","226","293","230","243","40","3"
"전라남도 장성군 삼계면(4688035000)","2,733","2,733","169","209","407","361","314","476","445","221","119","12","0","2,379","2,379","187","197","220","262","275","332","342","250","281","31","2"
"전라남도 장성군 황룡면(4688036000)","1,949","1,949","55","96","166","123","220","430","476","264","111","8","0","1,840","1,840","60","106","125","120","142","328","382","289","226","61","1"
"전라남도 장성군 서삼면(4688037000)","765","765","30","37","54","54","78","130","188","127","59","8","0","708","708","28","35","40","42","50","107","153","129","102","22","0"
"전라남도 장성군 북일면(4688038000)","673","673","13","22","44","40","60","104","195","109","78","7","1","637","637","13","19","26","38","41","71","140","133","132","23","1"
"전라남도 장성군 북이면(4688039000)","1,302","1,302","35","62","80","78","103","255","311","226","132","20","0","1,325","1,325","25","57","52","69","85","176","264","257","275","64","1"
"전라남도 장성군 북하면(4688040000)","991","991","13","46","44","67","82","184","278","176","97","4","0","962","962","19","37","45","46","69","157","213","181","153","41","1"
"전라남도 완도군 (4689000000)","22,923","22,923","1,092","1,692","1,694","1,564","3,013","4,229","4,633","3,188","1,650","165","3","22,340","22,340","1,009","1,519","1,220","1,285","2,211","3,074","4,470","3,666","3,267","607","12"
"전라남도 완도군 완도읍(4689025000)","8,509","8,509","560","871","807","746","1,199","1,603","1,469","900","329","24","1","8,393","8,393","527","732","621","706","1,119","1,364","1,561","1,012","651","97","3"
"전라남도 완도군 금일읍(4689025300)","1,709","1,709","86","88","88","122","228","325","347","284","129","11","1","1,657","1,657","79","89","73","84","138","183","358","312","292","48","1"
"전라남도 완도군 노화읍(4689025600)","1,977","1,977","103","177","139","108","311","347","372","252","151","17","0","1,892","1,892","84","168","91","97","204","246","341","291","294","76","0"
"전라남도 완도군 노화읍넙도출장소(4689029000)","386","386","16","20","24","20","76","66","72","73","18","1","0","316","316","11","13","16","17","22","40","80","72","37","8","0"
"전라남도 완도군 군외면(4689031000)","1,482","1,482","31","41","75","73","171","264","367","295","153","12","0","1,446","1,446","23","41","78","55","86","174","346","300","293","48","2"
"전라남도 완도군 신지면(4689032000)","1,608","1,608","40","75","105","94","175","308","386","253","150","21","1","1,504","1,504","39","83","50","58","115","206","329","297","272","55","0"
"전라남도 완도군 고금면(4689033000)","1,877","1,877","54","108","113","102","180","357","395","311","237","20","0","1,938","1,938","62","111","76","63","141","239","350","387","434","72","3"
"전라남도 완도군 약산면(4689034000)","1,097","1,097","38","50","63","52","105","188","273","199","119","10","0","1,050","1,050","28","36","39","32","64","125","238","240","213","35","0"
"전라남도 완도군 청산면(4689035000)","970","970","15","36","70","60","98","178","255","159","83","16","0","932","932","20","31","29","33","60","107","217","182","206","46","1"
"전라남도 완도군 청산면모도출장소(4689035500)","124","124","3","5","6","5","12","29","27","25","11","1","0","100","100","1","2","6","0","7","15","21","16","28","4","0"
"전라남도 완도군 소안면(4689036000)","1,116","1,116","34","66","63","69","164","214","225","146","117","18","0","1,134","1,134","49","65","42","42","77","133","221","239","221","45","0"
"전라남도 완도군 금당면(4689037000)","437","437","14","20","34","23","42","86","107","61","44","6","0","423","423","15","22","14","16","28","52","85","85","86","18","2"
"전라남도 완도군 보길면(4689038000)","1,238","1,238","82","120","79","70","197","193","251","168","72","6","0","1,210","1,210","63","115","65","67","125","146","249","155","182","43","0"
"전라남도 완도군 생일면(4689039000)","393","393","16","15","28","20","55","71","87","62","37","2","0","345","345","8","11","20","15","25","44","74","78","58","12","0"
"전라남도 진도군 (4690000000)","14,157","14,157","547","1,015","1,140","966","1,665","2,738","3,059","1,949","987","89","2","14,201","14,201","629","924","874","889","1,204","1,981","2,799","2,254","2,204","434","9"
"전라남도 진도군 진도읍(4690025000)","5,111","5,111","318","547","594","504","702","889","862","462","212","20","1","5,179","5,179","360","470","444","485","660","785","888","573","425","88","1"
"전라남도 진도군 군내면(4690031000)","1,412","1,412","45","78","96","79","146","273","350","225","110","10","0","1,364","1,364","35","84","63","65","97","181","295","241","260","42","1"
"전라남도 진도군 고군면(4690032000)","1,593","1,593","49","110","114","73","207","293","370","247","120","10","0","1,703","1,703","57","114","91","91","120","238","370","297","265","57","3"
"전라남도 진도군 의신면(4690033000)","1,652","1,652","37","73","96","97","179","330","423","261","144","11","1","1,593","1,593","43","49","76","72","89","219","384","306","281","72","2"
"전라남도 진도군 임회면(4690034000)","1,556","1,556","33","74","82","74","141","329","392","268","142","21","0","1,615","1,615","43","75","84","69","93","225","334","313","308","70","1"
"전라남도 진도군 지산면(4690035000)","1,410","1,410","35","58","79","66","121","281","356","255","150","9","0","1,457","1,457","38","57","53","49","68","170","283","317","363","58","1"
"전라남도 진도군 조도면(4690036000)","1,088","1,088","16","53","61","54","124","260","249","179","88","4","0","996","996","40","58","49","47","55","131","187","154","240","35","0"
"전라남도 진도군 조도면가사출장소(4690036500)","134","134","8","4","6","7","19","28","28","21","10","3","0","107","107","4","1","5","5","5","12","19","18","30","8","0"
"전라남도 진도군 조도면거차출장소(4690036600)","201","201","6","18","12","12","26","55","29","31","11","1","0","187","187","9","16","9","6","17","20","39","35","32","4","0"
"전라남도 신안군 (4691000000)","20,953","20,953","670","1,111","1,483","1,376","2,578","4,182","4,963","3,059","1,398","131","2","17,882","17,882","592","1,120","1,000","878","1,397","2,569","3,783","3,118","2,820","591","14"
"전라남도 신안군 지도읍(4691025000)","2,356","2,356","76","118","158","183","283","424","583","348","165","17","1","2,114","2,114","68","121","114","114","164","288","462","357","355","71","0"
"전라남도 신안군 지도읍선도출장소(4691025100)","110","110","3","3","4","4","8","24","41","15","7","1","0","112","112","3","3","2","6","6","14","24","18","31","5","0"
"전라남도 신안군 압해읍(4691025300)","3,069","3,069","103","165","218","217","366","555","804","435","182","24","0","2,567","2,567","61","169","153","131","215","410","616","419","319","73","1"
"전라남도 신안군 압해읍매화출장소(4691025400)","129","129","5","2","3","6","16","18","44","28","7","0","0","119","119","2","5","0","3","5","17","27","31","23","6","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","122","122","5","8","9","9","11","20","25","25","9","1","0","89","89","3","5","2","3","8","6","23","22","14","3","0"
"전라남도 신안군 증도면(4691031000)","783","783","21","22","45","46","94","190","190","101","71","3","0","648","648","9","30","30","28","40","98","136","113","139","24","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","174","174","3","5","12","13","21","39","43","23","13","2","0","130","130","5","2","10","4","7","15","33","32","20","2","0"
"전라남도 신안군 임자면(4691032000)","1,741","1,741","68","116","150","98","243","368","389","214","90","5","0","1,518","1,518","61","111","109","77","129","237","277","269","218","27","3"
"전라남도 신안군 자은면(4691033000)","1,300","1,300","38","79","82","73","140","258","313","196","109","12","0","1,192","1,192","42","62","61","61","81","208","291","190","166","30","0"
"전라남도 신안군 비금면(4691034000)","1,900","1,900","61","101","138","113","248","382","452","275","122","8","0","1,632","1,632","53","112","92","72","135","250","331","282","244","60","1"
"전라남도 신안군 비금면수치도출장소(4691034500)","82","82","0","8","4","4","10","20","17","10","8","1","0","59","59","1","2","6","1","5","11","6","12","12","3","0"
"전라남도 신안군 도초면(4691035000)","1,273","1,273","42","90","103","77","149","250","268","178","106","10","0","1,125","1,125","38","105","73","48","90","139","221","171","197","43","0"
"전라남도 신안군 도초면우이도출장소(4691035500)","129","129","7","4","9","5","7","38","36","19","4","0","0","97","97","5","3","4","6","10","14","23","16","8","8","0"
"전라남도 신안군 흑산면(4691036000)","1,215","1,215","32","37","117","104","161","289","246","163","61","5","0","870","870","26","56","57","40","64","134","153","169","141","26","4"
"전라남도 신안군 흑산면가거도출장소(4691036500)","229","229","3","7","23","23","47","66","38","15","7","0","0","123","123","2","6","5","4","12","25","29","23","16","1","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","114","114","5","11","7","4","22","26","26","12","0","1","0","85","85","6","7","5","6","6","8","14","14","17","2","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","245","245","6","14","18","24","37","73","47","17","9","0","0","189","189","8","10","14","14","19","38","32","26","22","6","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","169","169","4","5","9","9","28","40","44","22","8","0","0","106","106","4","5","5","2","8","14","25","27","11","4","1"
"전라남도 신안군 하의면(4691037000)","883","883","20","45","57","53","101","184","201","151","64","7","0","717","717","14","48","35","20","56","98","131","157","132","26","0"
"전라남도 신안군 신의면(4691038000)","826","826","17","59","64","63","123","184","170","109","35","1","1","694","694","23","62","49","49","67","100","126","107","96","15","0"
"전라남도 신안군 장산면(4691039000)","821","821","21","41","41","52","95","163","192","141","72","3","0","679","679","23","44","26","27","53","69","150","131","123","32","1"
"전라남도 신안군 안좌면(4691040000)","1,809","1,809","80","106","135","126","215","324","402","276","129","16","0","1,649","1,649","81","91","99","109","133","217","343","255","260","60","1"
"전라남도 신안군 팔금면(4691041000)","448","448","11","11","29","22","50","68","110","99","43","5","0","452","452","12","21","12","11","25","41","101","107","96","26","0"
"전라남도 신안군 암태면(4691042000)","1,026","1,026","39","54","48","48","103","179","282","187","77","9","0","916","916","42","40","37","42","59","118","209","170","160","38","1"
"경상북도  (4700000000)","1,276,838","1,276,838","69,776","113,230","132,026","139,881","176,899","227,882","231,726","128,152","51,536","5,669","61","1,245,771","1,245,771","65,945","102,841","98,226","114,400","162,530","211,427","225,975","144,679","98,661","20,581","506"
"경상북도 포항시 (4711000000)","248,865","248,865","15,360","23,836","27,088","29,911","36,428","43,174","42,123","23,226","7,139","574","6","241,404","241,404","14,217","21,823","19,305","24,066","34,853","42,765","44,670","24,937","12,442","2,276","50"
"경상북도 포항시 남구 (4711100000)","113,263","113,263","6,290","10,576","12,903","12,976","16,869","20,156","19,109","10,841","3,319","224","0","104,859","104,859","5,823","9,626","8,281","9,826","15,166","18,279","19,809","11,570","5,505","952","22"
"경상북도 포항시 남구 구룡포읍(4711125000)","3,290","3,290","28","100","165","187","341","633","965","586","266","19","0","3,224","3,224","45","72","100","98","191","440","857","769","565","85","2"
"경상북도 포항시 남구 연일읍(4711125300)","13,976","13,976","679","1,708","1,598","1,183","1,992","2,767","2,505","1,214","304","26","0","13,633","13,633","626","1,617","1,119","1,017","2,166","2,822","2,466","1,194","512","92","2"
"경상북도 포항시 남구 오천읍(4711125600)","30,781","30,781","2,121","3,213","4,053","4,335","5,410","5,482","3,867","1,731","522","47","0","26,260","26,260","1,969","2,889","2,392","3,206","4,610","4,440","3,840","1,815","929","167","3"
"경상북도 포항시 남구 대송면(4711131000)","1,590","1,590","22","53","85","126","146","256","499","309","87","7","0","1,446","1,446","23","42","57","80","90","201","434","310","170","39","0"
